cls084|Please enjoy your brand new purchase, have a beautiful and relaxing day!
cls085|Maraming salamat po sa inyong pang-unawa at pasensya, ingat po kayo palagi diyan!
cls086|Maraming salamat sa napakagandang transaksyon natin, nawa ay masiyahan kayo sa inyong binili!
cls087|Thank you for letting me handle your request, take care and bye now!
cls088|Sige po, babye na po at maraming salamat sa pagpili sa aming shop!
cls089|We sincerely hope to hear from you again soon, have a great night!
cls090|Salamat po sa masayang chikahan natin habang pino-process ko ang inyong order ngayon!
cls091|Malugod po kaming nagpapasalamat sa inyong pagtangkilik, hanggang sa muli nating pag-uusap bukas!
cls092|Thank you very much, your order is officially the highlight of my day!
cls093|Okay na okay na po lahat, maraming salamat at mag-ingat po kayo palagi!
cls094|Enjoy the rest of your week and thank you for trusting our team!
cls095|Sige po sir, maraming salamat po talaga at have a wonderful day ahead!
cls096|Maraming salamat po sa napakabilis ninyong pagtugon, isang magandang hapon po sa inyo!
cls097|It was absolutely wonderful assisting you today, goodbye and please stay safe always!
cls098|Maraming salamat po sa napakalaking order ninyo, ipapasa ko na po sa warehouse!
cls099|I am extremely happy to help you process this transaction, have fun today!
cls100|Sige po, thank you so much again, babye at mag-ingat po kayo palagi!
dlv001|Pasensya na po, medyo na-delay ang rider natin dahil sa malakas na ulan.
dlv002|I sincerely apologize, but provincial shipments take a bit longer this week.
dlv003|Sorry po talaga, hindi umabot sa cut off ang order niyo kahapon.
dlv004|Paumanhin po kung hindi agad na-update ang tracking system ng ating courier.
dlv005|We are very sorry for the unexpected delay in our delivery schedule today.
dlv006|Naku, pasensya na po at nagka-aberya sa sorting center kaninang madaling araw.
dlv007|Sorry po, hindi kasi nahanap ng rider yung mismong address ninyo kanina.
dlv008|I apologize for the inconvenience, your package was routed to the wrong hub.
dlv009|Patawad po dahil medyo natagalan ang pagbalot namin sa inyong mga binili.
dlv010|Sorry to say, but we cannot deliver to that specific area right now.
dlv011|Pasensya na po, nasira daw po ang sasakyan ng aming delivery team.
dlv012|We apologize that your order did not arrive on the promised date.
dlv013|Sorry po talaga, out of coverage area po ang location na binigay ninyo.
dlv014|Paumanhin po, ngunit kailangan po nating i-reschedule ang delivery para bukas ng hapon.
dlv015|I am extremely sorry, but the courier returned the parcel to our warehouse.
dlv016|Wag po kayong mag-alala, tatawag muna ang rider bago siya pumunta diyan.
dlv017|Rest assured that your package is safely secured inside our bubble wrap.
dlv018|Makakaasa po kayong ipapadala namin agad ang replacement parcel ninyo bukas.
dlv019|I will personally track this shipment until it reaches your front door.
dlv020|Huwag pong mabahala, sigurado pong darating ang order ninyo bago mag-weekend.
dlv021|We guarantee that your items will arrive in perfect condition without any damage.
dlv022|Safe po ang inyong package, binantayan ko po mismo ang pag-pack nito.
dlv023|I-a-update ko po kayo palagi kung nasaan na ang inyong order.
dlv024|Please do not worry, I already expedited the shipping for this order.
dlv025|Sigurado pong tatawag ang logistics team kapag malapit na sila sa bahay ninyo.
dlv026|Sagot na po namin ang shipping fee kung sakaling magka-problema ulit sa courier.
dlv027|The dispatch team is doing everything they can to deliver it today.
dlv028|Wag po kayong mag-alala, babalik ang rider bukas kung wala kayo ngayon.
dlv029|Nandito lang po kami para asikasuhin ang inyong delivery kung may aberya.
dlv030|I promise to closely monitor the tracking number for you this entire week.
dlv031|Good news po, na-pick up na ng courier ang inyong package kanina!
dlv032|Your item is already out for delivery and will arrive very soon!
dlv033|Yehey, pasok po ang order ninyo para sa aming free shipping promo!
dlv034|Bukas na bukas din po ay matatanggap niyo na ang inyong parcel!
dlv035|The driver will arrive at your address in less than thirty minutes!
dlv036|Sakto po ang dating ninyo, ipapadala na namin ito mamayang hapon mismo!
dlv037|We upgraded your delivery to express shipping for absolutely no extra cost!
dlv038|Ang galing, naka-abot pa po tayo sa cut off time ng courier ngayon!
dlv039|Yes po, pwede niyo nang kunin ang item sa aming pick up point.
dlv040|Our delivery partner successfully dropped off the package at your front gate!
dlv041|Sulit na sulit po kasi libre na ang delivery papunta sa inyo!
dlv042|Wow, ang bilis pong dumating ng parcel ninyo, nandiyan na raw agad!
dlv043|You will receive a text message once the rider is nearby today!
dlv044|Pwede po nating ipadala agad ito via lalamove kung nagmamadali po kayo.
dlv045|Handa na po ang inyong package at naghihintay na lang sa rider!
dlv046|The shipping fee is completely waived since you are a loyal customer!
dlv047|Naku, malapit na malapit na po yung rider sa mismong bahay ninyo!
dlv048|Madali lang po hanapin ang address ninyo kaya mabilis po itong makakarating.
dlv049|The local courier just confirmed that your order is on the way!
dlv050|Aasikasuhin ko po agad para maipadala natin ang order ninyo mamayang gabi.
dlv051|Saktong-sakto po, may parating na rider dito kaya isasabay na namin ito!
dlv052|We are happy to inform you that your box is ready for dispatch!
dlv053|Oo naman po, pwede kayong mag-request ng same day delivery para mabilis!
dlv054|Kumpleto na po ang details kaya ipapasa ko na agad sa logistics team.
dlv055|Your special package has officially left our warehouse and is traveling to you!
dlv056|Pwede ko po bang makuha ang kumpletong address para sa ating delivery?
dlv057|Kindly provide your exact house number and street name for the rider.
dlv058|Magkano po ang karaniwang shipping fee papunta sa inyong probinsya?
dlv059|Kadalasan po ay inaabot ng tatlong araw bago makarating sa inyo.
dlv060|We will send you the tracking link through text message later today.
dlv061|May landmark po ba tayo malapit sa bahay ninyo para madaling mahanap?
dlv062|Provincial deliveries usually take about five to seven business days to arrive.
dlv063|Ang courier po natin para sa order na ito ay j and t.
dlv064|I-track niyo na lang po sa website nila gamit ang reference number.
dlv065|The estimated delivery date is on thursday next week in the afternoon.
dlv066|Pwede po ninyong piliin kung kailan ninyo gustong matanggap ang inyong package.
dlv067|Kapag sa metro manila lang po, kinabukasan ay nandiyan na agad ito.
dlv068|The delivery fee varies depending on the total weight of your items.
dlv069|Gusto niyo po ba ng door to door delivery o branch pick up?
dlv070|Pakisabi na lang po sa rider kung saan ninyo gustong iwan ang box.
dlv071|We partnered with lbc to ensure faster shipping to the visayas region.
dlv072|Kayo po ang magbabayad ng shipping fee direkta sa mismong lalamove rider.
dlv073|Araw-araw po kaming nagpapadala ng packages tuwing four PM.
dlv074|Please make sure someone is at home to receive the package tomorrow.
dlv075|Kung gusto niyo po, sa opisina ninyo na lang namin ito ipapadala.
dlv076|Iche-check ko po sa system kung nasaan na ang inyong order ngayon.
dlv077|It looks like your parcel is still stuck at the central sorting hub.
dlv078|Iiwan na lang daw po ng rider sa guard house ang inyong parcel.
dlv079|Dalawang beses po magtatangkang mag-deliver ang courier bago ibalik sa amin.
dlv080|We highly recommend standard shipping if you are not in a rush.
dlv081|May dagdag pong singil ang courier kapag out of town ang inyong address.
dlv082|Pwede rin po kayong gumamit ng grab express para mas mabilis makarating.
dlv083|Ibabalot po namin ito nang maayos para hindi masira sa mahabang byahe.
dlv084|The courier will contact you directly using the phone number you provided.
dlv085|Nakadepende po ang oras ng dating sa ruta ng mismong delivery rider.
dlv086|Sa lingo po ay walang byahe ang aming logistics partner.
dlv087|All weekend orders will be processed and shipped out on monday morning.
dlv088|Paki-check po ang inyong email para sa kumpirmasyon ng inyong tracking number.
dlv089|Kapag bumagyo po, asahan po natin na may kaunting delay sa byahe.
dlv090|The local branch will handle the final leg of the delivery process.
dlv091|Maaari po ninyong bayaran ang shipping fee pagdating ng rider diyan.
dlv092|I-update po namin ang status ng order sa aming app mamayang gabi.
dlv093|Ilang kilometro po ang layo ng bahay ninyo mula sa main highway?
dlv094|We process all provincial shipments differently from the metro manila orders today.
dlv095|Ipapaubaya po natin sa courier ang pag-schedule ng mismong araw ng delivery.
dlv096|Ang bayad po sa shipping ay depende sa laki ng mismong kahon.
dlv097|Do you want us to leave the package with your next door neighbor?
dlv098|Papunta na po ang package sa pinakamalapit na hub sa inyong lugar.
dlv099|Kailangan po ng pirma ninyo bago ibigay ng rider ang inyong item.
dlv100|The dispatch center is located right beside our main warehouse building.
dlv101|Kung wala po kayo sa bahay, pwede pong mag-iwan ng authorization letter.
dlv102|Ipapadala ko po sa messenger ang screenshot ng resibo mula sa courier.
dlv103|Pwede po natin ipa-pick up sa branch kung mas pabor po sa inyo.
dlv104|You can choose your preferred delivery time slot during the checkout process.
dlv105|Ang huling update po sa system ay nasa transit pa rin ang parcel.
dlv106|Saang barangay po eksakto ang inyong lokasyon para ma-pin natin nang maayos?
dlv107|Mula po dito, ibabyahe po iyan ng courier papunta sa norte.
dlv108|The default shipping method will take around three to four working days.
dlv109|Paki-double check po ang zip code para hindi magkamali ng ruta ang rider.
dlv110|Ipapalagay ko po sa kahon na fragile para mas mag-ingat ang magdedeliver.
dlv111|Aabisuhan po kayo ng rider kapag malapit na siya sa inyong kanto.
dlv112|The shipping timeline begins the day after your payment is fully verified.
dlv113|Sisingilin po kayo ng dagdag kung ipapabago ninyo ang address on the day.
dlv114|Ise-separate po ang dalawang items dahil hindi sila kasya sa iisang pouch.
dlv115|Ang cut off po natin para ma-ship ngayon ay three PM.
dlv116|Please verify if the delivery address entered on your account is correct.
dlv117|Hintayin niyo na lang po ang text ni shopee tungkol sa delivery ninyo.
dlv118|Isang araw lang po ang inaabot kapag sa loob lang ng siyudad.
dlv119|Ang byahe po ng barko ay tuwing biyernes lamang para sa probinsya ninyo.
dlv120|We cannot process deliveries to post office boxes at this current time.
dlv121|Mag-iwan na lang po kayo ng pambayad sa inyong kasama sa bahay bukas.
dlv122|Kailangan po natin ng malinaw na landmark para hindi maligaw ang driver.
dlv123|Hihingi po ako ng update sa aming logistics team mamayang hapon.
dlv124|International shipping takes up to two weeks depending on the customs clearance.
dlv125|Iche-check ko po kung nakasakay na ang inyong package sa delivery van.
dlv126|Wala po tayong magagawa sa delay kung ang problema ay sa courier mismong.
dlv127|Bukas po ang aming opisina para sa mga gustong mag-pick up ng order.
dlv128|Your shipping address must exactly match your billing address to prevent fraud.
dlv129|Ipapadala po natin sa lbc para mas sigurado kayong makakarating nang ligtas.
dlv130|Bago po natin ipa-book, paki-confirm muna ang eksaktong sukat ng inyong kahon.
dlv131|Pwede pong ma-track ang order gamit ang aming official mobile application.
dlv132|You might experience a slight delay due to the upcoming national holiday.
dlv133|Babalik po ang rider kapag hindi niya kayo na-contact kaninang umaga.
dlv134|Hati po kayo sa shipping fee kung dalawa ang nag-order sa iisang bahay.
dlv135|Ang pinakamalapit po na branch sa inyo ay nasa kabilang kanto lang.
dlv136|Deliveries are usually scheduled between eight in the morning and five afternoon.
dlv137|Nakadepende po sa traffic ang eksaktong oras ng pagdating ng inyong gamit.
dlv138|Kasama po ba sa loob ng subdivision ang address na binigay ninyo?
dlv139|Magpapabigay na lang po ako ng instructions sa rider kung paano makapasok.
dlv140|A valid identification card is required when claiming your package from them.
dlv141|Isasama ko po ang mapa ng inyong bahay para hindi sila maligaw.
dlv142|Siguraduhin po ninyong may tao sa bahay para matanggap ang inyong order.
dlv143|Yung delivery partner po natin ang magti-text sa inyo ng eksaktong amount.
dlv144|Our shipping rates are strictly based on the standard courier pricing matrix.
dlv145|Papunta na po ang aming sariling driver para ihatid ang inyong binili.
dlv146|Ang bayad po para sa return shipping ay sagutin na ng customer.
dlv147|Dadaan po muna sa main hub ang inyong package bago pumunta diyan.
dlv148|Please allow twenty four hours for the tracking system to fully update.
dlv149|Kapag umulan po nang malakas, ititigil muna ng rider ang pag-deliver niya.
dlv150|Pwede po ninyong tawagan ang numero ng driver kapag nandiyan na siya.
eng001|Good morning and thank you for calling, my name is Sarah speaking.
eng002|How may I assist you with your order details today?
eng003|Please hold the line for a moment while I check our system.
eng004|Thank you for waiting, I have successfully retrieved your account records.
eng005|I am so sorry to inform you that the item is out of stock.
eng006|We expect a new shipment to arrive by Monday morning.
eng007|Yes, we have plenty of available inventory in the medium size.
eng008|The total price comes out to exactly one thousand five hundred pesos.
eng009|You can save twenty percent if you purchase the bundle package today.
eng010|We offer free shipping for all orders above five thousand pesos.
eng011|Your package will be delivered right to your front door tomorrow.
eng012|The delivery rider will send you a text message before arriving.
eng013|We accept payments through GCash, bank transfer, and cash on delivery.
eng014|Please send a screenshot of your payment receipt to our email.
eng015|I completely understand your concern regarding the price of this product.
eng016|Rest assured that our items are made from premium quality materials.
eng017|Take all the time you need to think about your purchase.
eng018|Let me read back your complete delivery address to ensure accuracy.
eng019|Your order has been confirmed and is ready for dispatch now.
eng020|Thank you for shopping with us today, have a wonderful afternoon ahead.
eng021|Hello, thank you for reaching out to our customer support hotline.
eng022|May I please have your full name and your reference number?
eng023|I will transfer your call to our logistics department right now.
eng024|Unfortunately, that specific color variant has been discontinued by the supplier.
eng025|We can suggest an alternative model that offers similar powerful features.
eng026|Our records show that we have exactly five pieces remaining left.
eng027|The standard shipping fee is one hundred pesos within Metro Manila.
eng028|Provincial deliveries usually take about three to five business days.
eng029|Please ensure someone is at home to receive the package tomorrow.
eng030|We require a fifty percent downpayment before starting your custom order.
eng031|Your refund request has been successfully processed by our finance department.
eng032|I apologize for the brief disconnection on our phone line earlier.
eng033|Do not worry, I will personally monitor your shipment until arrival.
eng034|Feel free to compare our prices with other stores in town.
eng035|We stand completely behind the durability and quality of our items.
eng036|Let me know if you need any further assistance with anything else.
eng037|We appreciate your patience while we investigated the system error today.
eng038|Our business hours are from eight AM until five PM daily.
eng039|You can reach us at zero nine one seven, three four five, six seven eight nine.
eng040|Thank you for being a valued customer of our small business.
eng041|Good afternoon, welcome back to our online store service center.
eng042|Could you please spell out your last name for our records?
eng043|I am checking the warehouse inventory for that particular size now.
eng044|We apologize for any inconvenience caused by the unexpected shipping delay.
eng045|The upgraded version includes a one year official manufacturer warranty.
eng046|That item is currently on sale for nine hundred ninety pesos.
eng047|Express delivery option is available for an additional small service fee.
eng048|Please verify that your delivery address details entered online are correct.
eng049|Our payment gateway is fully secured to protect your financial information.
eng050|I am following up on your pending inquiry from yesterday afternoon.
eng051|Would you like me to reserve one unit for you today?
eng052|Rest assured that your feedback helps us improve our daily operations.
eng053|Have a wonderful weekend ahead and stay safe wherever you go.
eng054|Hello, thank you for calling back to finalize your pending transaction.
eng055|Please allow me two minutes to generate your official sales invoice.
eng056|We sincerely apologize for the incorrect item delivered to your house.
eng057|We will arrange a free replacement package pickup by tomorrow morning.
eng058|Your tracking number will be sent via text message very shortly.
eng059|Please let us know if you need recommendations for similar products.
eng060|Thank you for choosing our services, goodbye and have a great day.
fup001|Napag-isipan niyo na po ba yung tungkol sa inalok ko sa inyong item?
fup002|Hello po, nagbabasakali lang kung kailangan niyo pa rin yung kinowt namin kanina.
fup003|Just following up on your previous inquiry regarding our best selling product variants.
fup004|Kumusta po ang naging experience ninyo sa binili ninyong item noong nakaraang linggo?
fup005|Naalala ko po na sabi niyo tatawag kayo ngayong araw para sa desisyon niyo.
fup006|We wanted to check if you have any questions about the quotation sent earlier.
fup007|Magandang araw po! Nais ko lang i-follow up yung status ng inyong pending order.
fup008|Baka po gusto ninyong ituloy na ang pag-order habang mayroon pa kaming stock.
fup009|Checking in to see if you need any further assistance with your recent purchase.
fup010|Tumatawag po ako para i-reschedule ang ating napag-usapang delivery date kahapon.
fup011|Na-receive ko po ang miss call ninyo kaya narito ako para tumawag pabalik.
fup012|I am calling back to give you the exact details you requested yesterday afternoon.
fup013|Sabi niyo po kasi ay tatawag kayo mamaya para sa kumpirmasyon ng address.
fup014|Nais ko lang po kamustahin kung nakuha na ninyo nang maayos ang inyong package.
fup015|Following up on the payment proof you promised to send us this morning.
fup016|Kung busy po kayo ngayon, kailan ko po kayo pwedeng tawagan ulit para i-follow up?
fup017|Mag-iiwan lang po ako ng mensahe dahil mukhang hindi po kayo available ngayon.
fup018|Please let me know if you would like me to call back at a better time.
fup019|Susubukan ko po kayong tawagan ulit bukas ng umaga para sa inyong desisyon.
fup020|I will leave a message with your colleague regarding our pending business proposal.
fup021|Magpapadala na lang po ako ng text message sakaling hindi ko kayo maabutang online.
fup022|Pasensya na po kung nakakaistorbo ako sa inyong trabaho sa ganitong oras ngayon.
fup023|I sincerely apologize for missing your call earlier while I was in a meeting.
fup024|Sorry po kung napilitan akong tawagan kayo ulit para sa kulang ninyong dokumento.
fup025|Paumanhin po sa istorbo, nais ko lang i-verify kung natuloy ang inyong lakad.
fup026|I apologize if my previous message sounded pushy regarding your product evaluation today.
fup027|Huwag po kayong mag-alala, hindi ko na po kayo kukulitin kapag busy kayo.
fup028|Rest assured that we only follow up to ensure your complete satisfaction with us.
fup029|Nandito lang po ako para mag-assist sakaling kailanganin niyo ulit ang aming serbisyo.
fup030|Take all the time you need, I am just checking in to offer help.
fup031|Sakali pong may kakilala kayong nangangailangan ng aming produkto, baka pwede niyo kaming irekomenda.
fup032|If you know anyone else looking for our services, we would deeply appreciate referrals.
fup033|Mayroon po ba kayong maibibigay na kakilala na pwede naming tawagan para sa promo?
fup034|We love giving special discounts to customers who refer their friends to our shop.
fup035|Kung nasiyahan po kayo sa aming serbisyo, pwede niyo kaming ikuwento sa inyong mga kaibigan.
fup036|Tumatawag po ako para kamustahin kung kumusta ang naging takbo ng inyong negosyo.
fup037|Following up to see if you had a chance to review our new service catalog.
fup038|Binabalikan ko lang po kayo tungkol sa ten percent na napag-usapan natin.
fup039|I am returning your missed call from earlier this morning, how can I help?
fup040|Nais ko lang pong itanong kung na-deliver na ba ng maayos ang inyong package.
fup041|Nagbabakasakali po akong makapanayam kayo ngayon para sa inyong feedback sa binili niyo.
fup042|We are following up on your pending request to change the delivery address details.
fup043|Kailan po kaya kayo magkakaroon ng libreng oras para mapag-usapan natin ito ulit?
fup044|Just checking in to confirm if your equipment is running smoothly after our maintenance.
fup045|Tumawag po ako para ipaalala na mag-eexpire na ang inyong discount voucher bukas.
fup046|Pasensya na po sa istorbo, gusto ko lang i-confirm kung tama ang numero ninyo.
fup047|I apologize for calling late, but I needed an update regarding your shipment.
fup048|Wag po kayong mag-alala, hindi ko na po kayo kukulitin pagkatapos nitong tawag.
fup049|Makakaasa kayong hihintayin ko ang inyong pagbabalik tuwing kailangan ninyo ng tulong.
fup050|Kung may mga kaibigan kayong gustong umorder, pwede niyo silang papuntahin sa aming pahina.
fup051|Naalala ko po na naghahanap kayo ng alternative, kaya tinatawagan ko kayo ngayon.
fup052|Following up to see if you still require the items we reserved last week.
fup053|Nais ko lang itanong kung pumasok na sa inyong isip ang alok naming presyo.
fup054|Tumatawag ako para i-update kayo na dumating na ang inaabangan ninyong kulay.
fup055|I am following up on your feedback so we can improve our customer service.
fup056|Gusto ko lang po kamustahin kung nasubukan niyo na ang bagong produktong ipinadala namin.
fup057|Just calling back to give you the tracking number for your replacement package.
fup058|Sakali pong may concern kayo sa items, pwede niyo akong tawagan anumang oras.
fup059|Binabalikan ko po ang inyong mensahe tungkol sa nagka-aberyang pagpapadala noong isang araw.
fup060|We appreciate your time, please let us know if you have any new referrals.
grt001|Good morning there! How can I help you today?
grt002|Hello, thank you for calling our shop this afternoon.
grt003|Thank you for reaching out, my name is Anna.
grt004|Hi there, what can I do for you right now?
grt005|Welcome back, ma'am — it is great to hear from you again.
grt006|Good afternoon! Is this your first time ordering with us?
grt007|Hi there! How can I help you with your inquiries?
grt008|Good day! What can I assist you with right now?
grt009|Hi sir, thanks for calling — how may I help you?
grt010|I am glad you called, how can we help?
grt011|Good evening, thank you for contacting customer service!
grt012|Hello there, ma'am! Are you looking for a specific item?
grt013|Please hold the line for just a moment.
grt014|May I have your full name, please?
grt015|Just checking if you can still hear me clearly?
grt016|Let me pull up your account details right now.
grt017|Can I get your registered phone number, sir?
grt018|Kindly hold on while I check that for you.
grt019|Do not worry, I will figure this out for you.
grt020|Rest assured, we are looking into your previous inquiry.
grt021|Magandang umaga po! Ako po si Anna, paano ko kayo matutulungan ngayon?
grt022|Hi, thank you for calling! Si Grace po ito, ano pong maitutulong ko sa inyo?
grt023|Magandang araw! Welcome po sa aming shop. Ako pala si Liza, ano pong hanap natin?
grt024|Good afternoon po! Si Joy ito, paano ko masisigurong maayos ang order niyo ngayon?
grt025|Hello, salamat sa pagtawag! Ako si Michelle, may gusto po ba kayong i-inquire?
grt026|Good morning! Thank you for reaching out to us today. How may I assist you?
grt027|Hello, welcome to our customer service line. My name is Rica, how can I help?
grt028|Magandang hapon po sa inyo. Ano po ang maaari kong maipaglingkod ngayong araw?
grt029|Salamat po sa inyong pagtawag. Ako po si Faith, paano ko kayo masisilbihan?
grt030|Hi po! Si Karen po ito, paano ko po maa-assist ang concern niyo today?
grt031|Hello and magandang umaga! Divine po speaking, may kailangan po ba tayong i-check?
grt032|Good day po! Ako si Angel. Ready na po akong tulungan kayo sa order niyo.
grt033|Magandang hapon! Thank you for choosing our store, Bea po ito. Ano pong sa atin?
grt034|Sige po, nakuha ko na ang details. Wag kayong mag-alala, aayusin natin iyan.
grt035|I understand your concern po. Hayaan niyo at tutulungan ko kayong ma-resolve ito.
grt036|Rest assured, I will personally look into this matter for you right away.
grt037|You are in good hands. Let me double check that information to be absolutely sure.
grt038|Pwede ko po ba kayong i-hold nang sandali para ma-verify ko ang account niyo?
grt039|Sandali lang po, iche-check ko lang sa system kung pumasok na ang bayad.
grt040|Pakihintay po sa linya, titingnan ko lang po ang status ng delivery niyo.
grt041|I-hold ko lang po kayo ng mabilis, ipapasok ko lang ang details sa database.
grt042|Maaari po bang maghintay ng ilang saglit habang kinukuha ko ang inyong impormasyon?
grt043|Sandali po lamang, ipapasa ko ang inyong tawag sa tamang departamento.
grt044|Please allow me a brief moment to pull up your recent transaction history.
grt045|Can I place you on a short hold while I confirm the exact inventory count?
grt046|Naku, pasensya na po sa paghihintay. Medyo matagal lang po mag-load ang system namin.
grt047|I am so sorry to keep you on the line this long. Thank you for your patience.
grt048|Pasensya na po, closed na ang aming opisina ngayon. Pwede po kayong tumawag bukas.
grt049|Paumanhin po, sarado na kami tuwing five PM. Mag-iwan na lang po ng mensahe.
grt050|Hello po ulit! Si Christine ito, ano pong additional na kailangan nating i-check?
grt051|Welcome back po! Salamat at tumawag kayo ulit sa amin. Tuloy po natin ang usapan.
grt052|Hi, good to hear from you again! Paano ko po kayo matutulungan this time?
grt053|Hello again! Thank you for calling back. Let us pick up right where we left off.
grt054|Good afternoon! It is a pleasure to speak with you again today. How can I help?
